Number,W2V_fasttext_0,W2V_fasttext_score0,W2V_fasttext_1,W2V_fasttext_score1,W2V_fasttext_2,W2V_fasttext_score2,W2V_fasttext_3,W2V_fasttext_score3,W2V_fasttext_4,W2V_fasttext_score4
13282,8166,0.999759135807489,16094,0.9997603113722128,12678,0.9997603275783292,3981,0.9997630382313342,7547,0.9997651064544608
13281,11280,0.5748277132634853,821,0.5917737616120019,258,0.5966154061126862,6786,0.676447167231246,4459,0.7835941513971114
13280,1306,0.9998879047380381,856,0.9998899402826431,7738,0.999890071374732,6828,0.9998904572270301,1649,0.9998939667082167
13279,14697,0.9999911992105156,14696,0.9999911992105156,11449,0.9999921782714152,7798,0.999992274966109,15635,0.9999930312067056
13278,16069,0.9999760015051935,10886,0.9999815374671748,12204,0.999988161766913,13676,0.9999948416532258,12256,0.9999984012776069
13276,13593,0.9999624360290306,14467,0.9999645521579756,14204,0.9999688461860361,1702,0.9999753178713554,11729,0.9999799265297764
13275,2189,0.9999990868721991,6818,0.9999990889002355,5665,0.9999991321880628,4594,0.999999132477293,1090,0.9999991848084708
13274,13996,0.9997439781791613,1745,0.9997454977863176,9607,0.9997507140736022,7082,0.9997526026753608,15831,0.9997562010290171
13273,9101,0.9999973069551078,9100,0.9999973069551078,7901,0.9999973069551078,7886,0.9999973069551078,14329,0.9999973308880812
13272,10615,0.9999999837605175,10447,0.9999999847008946,12546,0.9999999847018196,11923,0.9999999847018196,10517,0.9999999999999973
13271,13311,0.5708598908366312,881,0.6197640578857633,780,0.6307655684977541,3699,0.678840816497845,5455,0.999311915340209
13270,16838,0.9998192627039778,7719,0.9998274963671614,14670,0.9998289693386411,5998,0.9998387133919694,7217,0.9999520514740509
13269,6716,0.9996433549707066,12303,0.9996461040110491,8980,0.9996788587251858,9201,0.9996897768758493,7181,0.9996908800606291
13268,11751,0.9994490813131612,16348,0.9994498447884295,13310,0.9994562697452652,15631,0.999478266458722,11252,0.9994948701566351
13267,14921,0.9998098478939802,16040,0.9998138924057198,11795,0.9998335079049782,12527,0.9999522607861544,8756,0.999986270286685
13266,12726,0.9999920316351897,1132,0.9999943366519792,3804,0.9999947659521374,5949,0.9999979554336709,6524,0.9999996127860911
13265,3896,0.9997189539905769,2408,0.9997211872513555,2099,0.999722194215967,14293,0.9997225893565007,13490,0.9998130698450458
13264,12910,0.9999422002880672,6600,0.9999577898572173,15025,0.9999662327219813,15332,0.9999717098424205,1627,0.9999730205248095
13263,10085,0.9999901801233987,7665,0.9999935601270944,16276,0.9999950139559528,16614,0.9999976461656369,5356,0.9999986713722617
13262,15974,0.9999919628329592,5021,0.9999919666850599,7813,0.999991974915432,10450,0.9999920693169987,1646,0.9999920815638158
13261,8609,0.9995507318061284,2593,0.9995607208711392,15488,0.9995611105428144,8519,0.9995874351684828,4272,0.9995979312694439
13260,16285,0.998239663695575,12624,0.998244553736368,16899,0.9982505806893651,11811,0.9982713364121267,4355,0.9982752934365257
13259,11480,0.9995450417298183,10825,0.9998436695170214,13321,0.9998601404813248,12540,0.999862072314606,10395,0.9998797054091576
13258,14265,0.9999533339866532,13961,0.999956751845908,14298,0.9999888209049498,13141,0.9999955867223748,13586,0.9999994506955429
13257,15781,0.9999510032652302,10631,0.999953518944712,16715,0.9999749345802981,1488,0.9999806606436822,1077,0.9999885557611763
13256,3905,0.9991538191974286,13953,0.9991539297915976,3334,0.9992002689265144,6859,0.9992164308016905,8097,0.9993918280071759
13255,8517,0.9994831309312168,11190,0.9995004602901038,4020,0.9995049589120685,16261,0.999518398697404,5379,0.9997182047325404
13254,3382,0.9997963892953883,15344,0.9997999967740545,1835,0.9998004423133349,9304,0.9998076630404527,5225,0.999808443319595
13253,16557,0.6789003631692677,16556,0.6789003631692677,10074,0.6793087035163518,8909,0.6810065507030595,4911,0.7047322856993768
13252,11419,0.9323704253172557,6862,0.9422361196629144,6857,0.9425190117988647,3769,0.9441450409168979,929,0.9461355221324171
13251,2410,0.9999686587370851,13786,0.9999765484526114,16679,0.9999940213796897,9195,0.9999977512257819,1274,0.9999991098211458
13250,5763,0.999955178730121,14633,0.9999597616302796,11984,0.9999795756262672,4490,0.9999878390999373,687,0.9999881976919252
13249,13120,0.9997374425755194,5952,0.9997584046374193,4795,0.9997702369912455,9561,0.9997831697103909,10033,0.9997870262439034
13248,2256,0.9997674891699225,3504,0.9997685937509665,5847,0.999771601951153,6351,0.9998042899372167,9801,0.9998048087602911
13247,9535,0.9999927945284356,14111,0.9999928116529745,16514,0.9999938850380499,14805,0.9999952679414101,515,0.9999994637018071
13246,11413,0.9999672816979305,7271,0.9999710949189913,4207,0.9999781675384986,7241,0.9999969118041716,4778,0.9999993647432129
13245,13996,0.9999755971420183,13530,0.9999763270927006,9934,0.9999766667867612,11856,0.9999767398253305,1745,0.999977172984547
13244,1004,0.9997003168299418,11652,0.9997008452830926,15095,0.9997016555014446,15111,0.9997027050175286,14475,0.9997034191797879
13243,1238,0.9998376264113864,11717,0.9998394725545313,15370,0.9998399319327171,6646,0.9998403314440718,12636,0.9998408897391156
13242,8440,0.9999681030455767,16500,0.999968229265033,5892,0.999968317409361,11130,0.9999714825141379,8900,0.9999998469970568
13241,15075,0.9999999045666581,6528,0.999999964098527,2031,0.9999999644224354,7014,0.9999999919400187,8667,0.9999999957234398
13240,10972,0.9999964434726869,2067,0.9999966216127365,16371,0.9999985881808054,3800,0.9999992866266303,2029,0.9999995539787634
13239,8242,0.9999120312834845,9733,0.9999126428774004,7721,0.9999138156057682,4836,0.9999154041352265,12223,0.9999163281318899
13238,2325,0.6035840084741496,2324,0.6035840084741496,3318,0.6055570413342215,2542,0.6114204429250688,678,0.6267282334246804
13237,1321,0.9995526533694467,3450,0.9996939406299704,8378,0.999719071443439,15275,0.9997339762338192,16925,0.9997926339366486
13236,3355,0.9960850410413649,10385,0.9960862779268935,10913,0.9960904776008115,6470,0.9960963474311133,10783,0.9963248040090552
13235,14370,0.9994787136209131,9834,0.9994794511053078,4566,0.9994989699725823,6585,0.9995034571446112,11431,0.999512278425877
13234,13720,0.99999895189809,13306,0.99999895189809,12018,0.99999895189809,12017,0.99999895189809,11880,1.0
13233,9727,0.999967944554917,7728,0.9999709235774445,14297,0.9999734297277579,14991,0.9999769139458587,14855,0.9999850137827582
13232,12795,0.9994905894940564,11287,0.9995005453794482,11090,0.9995086470609342,14391,0.9995146858917391,7481,0.9995825624909598
13231,811,0.6172658505588929,16737,0.7368110842871823,12118,0.7375572507779848,11057,0.9941656327556803,9966,0.9998383028737489
13230,7216,0.9999973504071161,15472,0.9999975725444995,8714,0.9999976699328575,10995,0.9999993303640026,15133,0.9999998437857198
13229,6852,0.999069513875663,12522,0.9991128740807567,9145,0.9991353506635796,11610,0.9992127240285846,13705,0.999259426692089
13228,8213,0.9956937649545785,6308,0.995718939506201,5144,0.9957374657038363,8485,0.9957693061077962,5592,0.9957897474480979
13227,2564,0.999293365259451,8546,0.9998216770416186,8447,0.9998244046897141,1934,0.9998275463330072,6068,0.9998333863654634
13226,15338,0.9999999974317892,11747,0.9999999974318508,15562,0.9999999999996089,14290,0.9999999999996089,12938,0.9999999999996124
13225,3646,0.9999714511990478,13958,0.9999880821395746,16207,0.9999934995560408,12099,0.9999940979344968,15980,0.9999953423488055
13224,8418,0.9999311723468035,7417,0.999933848717655,8907,0.9999344350497007,16424,0.9999354283577438,9247,0.9999364660264967
13223,8028,0.9998502716675972,9409,0.999852232748261,5426,0.9998609642722948,16756,0.9998642848064555,5963,0.9998661665109468
13222,12570,0.7269848917096511,9711,0.9998522111693748,11016,0.9999149895461668,10788,0.9999205969906776,7228,0.999931584534997
13221,734,0.9999946597595004,4011,0.9999947763711757,8224,0.9999947987521793,14626,0.9999948834806017,16344,0.9999954810978618
13220,14070,0.9985826246121233,17122,0.9985831018996312,17116,0.9985831018996312,17145,0.9985863244361304,3234,0.9985872338345596
13219,8782,0.6301070046252033,7227,0.9995804034397064,3833,0.999963977832628,10768,0.9999884500596947,4488,0.9999903492072133
13218,2617,0.9998940278970361,11626,0.9998945399581829,11304,0.9998958900322175,9419,0.9998964178231187,13623,0.999901882415689
13217,11886,0.999998114118321,7123,0.999998498652403,2221,0.9999988128262297,12090,0.9999996495932805,8239,0.9999998891442134
13216,8692,0.6484995564719485,17169,0.6487708937906705,1409,0.6524297644077395,12650,0.6640431199771806,12334,0.6673139921852276
13215,5667,0.5849781948281203,15906,0.5886322518048464,10010,0.6085851328992952,4393,0.6396207195453074,1979,0.9998646147982565
13214,16264,0.9999786017040018,12858,0.999979560415074,1044,0.9999803025519785,1459,0.9999808098549767,16283,0.9999828118003415
13213,6098,0.9997393191926237,4915,0.9997396254559588,9439,0.9997412607432973,925,0.9997621703921763,13450,0.9997698067014434
13212,12628,0.651305760972584,14583,0.6565180234930567,876,0.6619033263962368,7304,0.7323893797323549,6191,0.9983907522241733
13211,9886,0.999993625610523,16248,0.999997806093438,7684,0.9999993536785439,7411,0.99999948892152,1972,0.9999999825907183
13210,13074,0.6082441724645389,12253,0.6085522960300181,13040,0.6088338793012023,14727,0.7207563772921819,12120,0.9999865682256169
13209,17082,0.9999898661341384,17081,0.99999068491495,17076,0.9999909362984841,14888,0.9999961132576758,10137,0.999996441409073
13208,6434,0.9999192863680276,5579,0.9999218218533803,5933,0.999923003261944,16591,0.999931745208186,10562,0.9999412112874906
13207,5655,0.9989359426150807,17139,0.9989522490061434,10162,0.999004059483285,10841,0.9990096640447756,10264,0.9990443674574364
13206,14231,0.9988756608222998,15678,0.9988839299394814,16879,0.9988840044271413,8971,0.9988925020581456,6291,0.9988932567028715
13205,358,0.5947166270829536,10404,0.5955202307197093,11133,0.6025439693573955,15758,0.9997861498964264,7567,0.9999707409679569
13204,6418,0.994464500198767,3662,0.9944815565043909,5703,0.994492741725674,15917,0.9946825800393335,1947,0.9948563681723531
13203,11274,0.999640050930454,6948,0.9996530118328939,15762,0.9997376168770506,15089,0.9997718978370078,1843,0.999775546682852
13202,16471,0.9997590533960031,6440,0.9997650925157228,14887,0.9997704999951822,15432,0.9997743499857482,7888,0.9997751946252497
13201,14980,0.9998851199697647,12107,0.9998955774872885,6420,0.9998973685544442,11657,0.9999051546832868,13094,0.9999359341136287
13200,2640,0.9999994945415436,8612,0.9999996144873367,8062,0.9999996849274606,15962,0.99999987819431,15736,0.9999999801809251
13199,3916,0.9887783464225791,11046,0.9889557236302768,8467,0.9889599804923647,1046,0.9893181818463919,173,0.9896583450315931
13198,1072,0.9999259132899767,15517,0.9999269005037258,16433,0.9999269313637403,6416,0.9999306325607317,16799,0.999992405366782
13197,15715,0.9999928618466902,15959,0.9999963384843578,14505,0.9999987843645561,16375,0.9999994823238512,16081,0.9999995528142724
13196,7531,0.9999825054403935,14996,0.9999825445184088,13990,0.9999830708923013,16648,0.9999838750156205,5172,0.9999845450921249
13195,8215,0.9999849981765427,7105,0.999986428693491,4597,0.999986438130944,14931,0.9999991046997329,13388,0.999999229969668
13194,5835,0.6849698935513524,3218,0.6854746651834723,13411,0.689292066134752,205,0.6902180670155602,12622,0.9992573788268464
13193,7102,0.9988631314480207,12816,0.9998172080707162,3682,0.9998292737773309,10041,0.9998356247932433,15825,0.9998631427361171
13192,11136,0.9999755938829972,10518,0.9999762188412126,10524,0.9999763326025567,2793,0.9999767462264539,11289,0.9999777552999781
13191,12713,0.9999254998778913,17038,0.9999265012715292,16690,0.9999347366711325,15642,0.9999348509843798,15272,0.999938104331987
13190,15895,0.9999781762178093,10212,0.9999783792165144,10450,0.9999786921867861,13559,0.9999791553511912,7119,0.9999796539903227
13189,14128,0.9999673744003009,15521,0.9999686405573417,16945,0.9999686417910204,14005,0.9999708563199045,12475,0.9999737596055772
13188,15071,0.9999130369361249,7803,0.9999139086504675,13283,0.9999140349995432,16491,0.9999144487413802,14542,0.9999165204130311
13187,10798,0.9999491870859343,8572,0.9999527571142229,8067,0.9999652352405793,1699,0.9999700858494489,16308,0.9999727410405264
13186,7516,0.9999578103178557,637,0.9999578223472747,12825,0.9999585492573415,3584,0.9999618054594231,2500,0.9999629675966623
13185,3522,0.9999789231913696,2332,0.999979043210689,12418,0.9999790900937938,13517,0.9999834600498823,4401,0.9999847974527509
13184,713,0.7988606225820345,343,0.9992522055051338,387,0.9996138872947341,13956,0.9999840298284176,7490,0.9999953669742025
13183,8275,0.854181264887428,13480,0.8542275170593083,10024,0.8548733975354387,13983,0.8572269919287402,10196,0.9998516319630836
13182,2694,0.999999993285076,6299,0.9999999952682472,14430,0.9999999987639453,8262,0.9999999987639461,6395,0.9999999998583567
13181,14328,0.9999892184988077,15354,0.9999898644568765,15250,0.9999908080240695,11071,0.9999979422137933,11666,0.9999996463760252
13180,13574,1.0,8956,1.0,8711,1.0,8464,1.0,5002,1.0
13179,5211,0.9996664590430124,14375,0.9996809772247516,4494,0.9996815879512124,9841,0.9996822619275546,8134,0.9996995241621458
13178,3214,0.9999985932965076,16371,0.9999988737167048,14573,0.9999990050620975,7440,0.999999517507321,12804,0.9999998915394559
13177,16349,0.7165634650935182,7528,0.9998384167725125,1812,0.9999488252579732,3005,0.9999625821486217,12008,0.9999909240231776
13176,8737,0.7635762894560901,3218,0.764771459227997,16078,0.7659085940362109,13411,0.7713245894871116,205,0.7791570649646756
13175,8491,0.9976416352012096,2732,0.9976822330540592,16160,0.9977213153395511,13104,0.9977404574201623,7917,0.997754289827827
13174,15944,0.8034916891192134,4434,0.8039179135834195,14171,0.8043433197561064,8925,0.8046077463605373,15447,0.8049256109922727
13173,16791,0.5357458446070222,5048,0.5406488567144815,14303,0.5407691365503482,14774,0.5437811021187218,14972,0.9999870945794991
13172,14866,0.9999431862942525,5328,0.9999608216842178,2079,0.9999718124604553,1907,0.9999818983502674,10387,0.9999844775467133
13171,11196,0.9987157669106977,6482,0.9987196569220409,11689,0.9987276016037699,917,0.9987390820087749,1805,0.9990391393736914
