Number,W2V_google_0,W2V_google_score0,W2V_google_1,W2V_google_score1,W2V_google_2,W2V_google_score2,W2V_google_3,W2V_google_score3,W2V_google_4,W2V_google_score4
12892,8673,0.9996712446429145,8169,0.9996958894972685,4685,0.9998605505619401,10297,0.9998924111981602,13687,0.99998849299446
12891,5806,0.9999639143066207,10560,0.99997048984562,10382,0.9999875459126143,9768,0.9999965640442305,8241,0.9999989745406843
12890,3511,0.9998322317271252,15363,0.999832289124964,7648,0.9998323837365097,10263,0.9998324012302138,4275,0.9998346844070806
12889,16417,0.9991650375077433,5908,0.9991783805583871,16022,0.9991915076895731,4352,0.9991928778095401,14652,0.9998015204224061
12888,10327,0.9996490382032082,8290,0.9996492525499572,1780,0.9996506220790088,4443,0.9996535897975374,3198,0.9996581050433975
12887,7244,0.9997161212196595,14836,0.9997474195766033,3331,0.9997516198171079,9907,0.9997537375560038,10668,0.9997966143931045
12886,7343,0.4962915491909276,10107,0.4970797534643331,231,0.5019343779698224,7615,0.5037440448895452,13010,0.566163795272932
12885,11933,0.9998009873023765,11511,0.9998031191829957,4864,0.9998043304795388,2767,0.9998058991034693,14712,0.9998907259369869
12884,8838,0.999941605980439,6912,0.9999575102928564,15883,0.9999780374653325,13693,0.9999879840387611,2609,0.999992662904167
12883,9040,0.9990017426422896,9261,0.9995855417642164,10328,0.9999476197638868,10523,0.9999536951835649,6339,0.9999562925905
12882,9444,0.9999412826854809,5357,0.9999578385161841,9807,0.9999596185397135,9766,0.9999608997056127,4505,0.9999631923118606
12881,1293,0.999439352288618,5787,0.999439744247084,9462,0.9994398402133113,9877,0.9994400812501665,14974,0.9994401380992757
12880,9954,0.9999882288159734,13990,0.9999888487373658,15974,0.9999891269984807,16282,0.999996081954367,7681,0.9999999789683551
12879,10596,0.9987771643720867,14677,0.9987785684633473,13052,0.9987879535873612,15568,0.9987902022560523,14351,0.9987905682091458
12878,765,0.5976269425524616,3895,0.6027501114217716,4575,0.9997167157736634,3332,0.9998416223405807,11333,0.999858544709363
12877,10332,0.9955365899093687,4395,0.998124715105802,10892,0.9992407594691178,10451,0.999266867135938,8303,0.9993070354921897
12876,14282,0.8435788616561093,10359,0.8435819229475278,7058,0.8437084468546027,657,0.8438987956768622,7978,0.8446230745825455
12875,2801,0.6135187487454116,9179,0.6136567509051049,14705,0.9996447299579773,4518,0.9999180863029693,13753,0.9999323475167796
12874,11390,0.9991694373458312,7337,0.999170702397878,6649,0.9991725274977884,6298,0.999274725726644,8660,0.9994684171049555
12873,4784,0.9989994430926963,9180,0.9990182020041107,15238,0.9990506111215013,3758,0.9991441262108645,13349,0.9998582773533192
12872,10565,0.9955349807834238,5705,0.9955360727770934,125,0.9955889784918208,12670,0.9955916250854318,11831,0.996565875513709
12871,11145,0.8102241975342556,5656,0.810225328330995,13152,0.9979733724216879,14200,0.9979951723021583,3386,0.9980593634173629
12870,11067,0.482469836357986,4323,0.4855504195837145,5838,0.48608354447440505,13684,0.49371282745884293,14640,0.9999456190160001
12869,10178,0.7239293613474468,17025,0.7242053789496143,2523,0.7243854361957917,16238,0.7243969304988988,7053,0.999977060404784
12868,8945,0.9797642422480054,7653,0.9797702395655362,7810,0.9797729769674867,13547,0.9800321645158309,11085,0.9801124499598748
12867,6535,0.9998642102048777,12855,0.9998646214410943,2548,0.9998696984375817,1253,0.9998728963088557,11782,0.9998732255620847
12866,10001,0.9999674451387098,4723,0.9999895553544073,17185,0.9999932924919304,17182,0.9999932924919304,453,0.9999962478183263
12865,3298,0.9999738024339713,16028,0.9999853600457685,14368,0.9999888441595396,5311,0.99999131383502,11483,0.9999922089593679
12864,7805,0.9997114986170926,12930,0.999720770982078,1361,0.9997209163494741,11854,0.9997340450935029,8436,0.9997483035684688
12863,16470,0.9998087450514064,2399,0.999809191480678,13293,0.9998091944618063,1226,0.9998152878741923,8853,0.9999269528685151
12862,1487,0.9999626041458871,2915,0.9999858294634497,10265,0.9999879574149496,7739,0.9999993859642181,8489,0.9999999851072694
12861,15718,0.9999997144463669,15609,0.9999997592183384,15774,0.9999999316869131,15457,0.9999999372673688,16914,1.0
12860,9282,0.47087238446741386,842,0.47192531740439336,9488,0.47223523461759853,5517,0.47326651952034976,9128,0.9988289823210469
12859,15589,0.9993882315532691,14835,0.9993882768921619,8338,0.9993885525585573,12698,0.9993893809187431,12429,0.9996477972464767
12858,16446,0.9999968745922921,1459,0.9999975417120369,14272,0.9999982061226599,1044,0.999998853996606,16283,0.999999174179055
12857,13772,0.40912985739048596,5845,0.485930932938015,10348,0.9453267317554022,2274,0.945408157254684,16209,0.9455179971312806
12856,13889,0.49328212366783275,14057,0.5200135190408648,14998,0.5230922180553857,11820,0.5245666779401297,8913,0.5304963347514411
12855,2548,0.9999911993071727,8306,0.9999928048763069,11163,0.9999928250829725,15223,0.9999993278517776,6535,0.9999998436149231
12854,5274,0.9986344887610556,15710,0.9986721525029014,10771,0.9987372880927244,8969,0.9992487587222605,4614,0.9994074036462613
12853,2606,0.9999743426933635,15243,0.999974663210017,15589,0.9999781375188372,5262,0.9999791880989793,7589,0.9999823673549364
12852,13295,0.9999980879354141,15942,0.9999994874234005,13602,0.9999998326893725,13403,0.9999998326893725,12602,0.9999999596609029
12851,8737,0.9997686888065993,3647,0.9997746354664808,13715,0.999792550293906,158,0.9997930527201851,2690,0.9997952686885248
12850,13879,0.9993197180866649,10986,0.9993209864684369,3410,0.9993249350021678,15491,0.9993293851418961,10597,0.9993371463662541
12849,7846,0.9994133321290067,12629,0.9994180011059053,7170,0.9994182149778145,6423,0.9994210050330171,6451,0.9999928498739346
12848,11428,0.9999998571982861,7279,0.9999999822636664,16848,0.9999999822639444,4515,0.9999999832388068,15518,0.9999999999999967
12847,15973,0.9999303286808264,3586,0.999931646057737,9174,0.999948253859108,7842,0.9999603966248201,13856,0.9999610792955467
12846,16069,0.9999948604640828,14523,0.9999990651153141,14217,0.9999997584917006,13387,0.9999998408465246,14154,0.9999999999832972
12845,16318,0.9990121304631002,16785,0.9990650540506968,11655,0.9993144655161672,11659,0.999384158122731,15576,0.9995992099445862
12844,6943,0.9999129690575439,5268,0.9999204779235565,5715,0.9999413870955091,44,0.9999823949576945,16902,0.9999881672268919
12843,11578,0.9995894247659435,8549,0.9995900637191727,12353,0.9995904333654714,3899,0.9996520933502503,1124,0.9999813870732001
12842,219,0.3947014835188069,8993,0.39549299588977044,812,0.4015301670367215,794,0.4042275514805957,2600,0.40647311780101303
12841,5162,0.9998502876713595,15566,0.9998706771691278,7215,0.9998711642027566,5778,0.9998741248482246,7994,0.9998860847801082
12840,6982,0.999307457755516,3986,0.999328067398461,8322,0.9993330865556688,3192,0.9993456898886599,944,0.9993467462489498
12839,744,0.9991389710264111,2148,0.9991393352816776,5700,0.9991406073676086,14140,0.9991507873678955,382,0.9991657252066168
12838,6947,0.9997108499840671,6434,0.9997110915173911,15515,0.9997137237448678,15424,0.9997199035372709,15479,0.9997229905361346
12837,10132,0.7811987533564456,13261,0.7821823827514507,2270,0.784192893238978,9069,0.7845387768195284,16863,0.7879866397329269
12836,15762,0.45159271212807095,3267,0.46362489459585926,11274,0.4673005367237859,2204,0.4905184577997952,2590,0.49144074076485167
12835,8016,0.5088049604510346,3876,0.5092075547153783,2544,0.5121464256347847,3142,0.5440247996387049,16810,0.7325814232453701
12834,4736,0.9999716382039882,12896,0.9999740674096576,5704,0.9999752137344002,3379,0.9999753803757916,110,0.9999785506597068
12833,10216,0.9999322172017171,9973,0.9999434571121449,4940,0.9999596652832461,1477,0.9999601626185407,11199,0.9999750857233287
12832,11269,0.9999999999999969,10652,0.9999999999999969,11843,0.9999999999999996,13323,1.0,12396,1.0
12831,15066,0.9996153588809832,6961,0.9996158605048794,16354,0.999622030176091,6195,0.9997112275584745,10672,0.9999056410625833
12830,12705,0.9999999324494037,1829,0.9999999375614302,6934,0.9999999999999687,14161,0.9999999999999724,1579,0.9999999999999738
12829,11560,0.9796434163056527,2825,0.9879539300879541,11566,0.9914616493431493,3665,0.9920545238492013,2345,0.9934780995494905
12828,14851,0.9998262497841833,5251,0.9998346290877423,12452,0.9998355014430356,13331,0.9998388657336594,5315,0.9998392285406474
12827,12410,0.9999414934947111,2534,0.9999425018687933,13931,0.999942814467835,15127,0.9999448694861283,13714,0.9999448852171545
12826,11829,0.9998048872947681,522,0.9998050266720824,6252,0.999806014593275,13857,0.9998097117464114,404,0.9998111502698426
12825,10702,0.9999892746194682,5064,0.9999906432568154,2500,0.9999938896211503,3584,0.9999980016298612,7516,0.9999985400270678
12824,12268,0.9999999786370437,10296,0.9999999999999946,13661,1.0,13072,1.0,13020,1.0
12823,10366,0.37512658047600517,2133,0.3753028330968616,11164,0.436062286660996,1351,0.4375764639183008,10239,0.4521627699697766
12822,15705,0.9999979498992239,12117,0.9999981857552759,15653,0.9999988203645389,16794,0.999999324027184,16663,0.9999995240253913
12821,9344,0.39215639396440094,12404,0.40178185160160657,12190,0.40599631995428853,2032,0.5717526518469191,12638,0.5837680011263248
12820,6455,0.999104820259262,3970,0.9991098825197532,2256,0.9991421065295706,3504,0.9992281457815283,7157,0.999929439700624
12819,4060,0.9972309006019277,3844,0.9972341271747186,14453,0.9972394942803788,10121,0.9973451426344513,4808,0.9991308610626772
12818,469,0.9998213068854637,450,0.999823854713369,5628,0.9998270881064798,10349,0.9998271670011714,6378,0.9998625968614209
12817,6267,0.9989141029406835,11302,0.9989236564782488,6004,0.998925771729358,11778,0.9989305656655129,13921,0.9990218818515149
12816,5974,0.9991159815542898,13193,0.9998346975558425,3682,0.9998394572508343,10041,0.999864065375944,15825,0.9998977224583241
12815,15330,0.9998751372586826,15402,0.9998762541517868,1705,0.9998862701143483,8724,0.9999300194728675,8986,0.9999999087856363
12814,10191,0.9996235993251502,800,0.9996241927871048,8764,0.9996260445107045,2856,0.9996260745583817,11953,0.9996371414954196
12813,9498,0.9921861806581473,954,0.9994857362932306,10889,0.9996437519681093,15234,0.9997716257435453,15924,0.9999919180796494
12812,3654,0.9998145907233595,4427,0.9998150867232145,1924,0.9998156528210995,1140,0.9999719849112032,11399,0.999973720821816
12811,2906,0.999883276896113,10623,0.99996610746762,13080,0.9999987165951639,4309,0.999999703543924,13950,0.9999998762426284
12810,3060,0.29197165958445576,11214,0.29208915424992166,5318,0.32846994304980565,6095,0.3415566169715907,10000,0.9907641296131167
12809,4832,0.5570856070900686,10984,0.5577117460280696,4065,0.5578162596953509,15777,0.5584567289666283,2753,0.5608957661344185
12808,15550,0.9996416710129117,4462,0.9998321748391777,16829,0.9998480961732393,7783,0.9999848854750746,11692,0.9999986787351038
12807,9276,0.9993677352273368,14292,0.9993754697650574,4453,0.9993891748194054,13400,0.9993965233482435,5212,0.9993982294070719
12806,12342,0.34535169366729107,4078,0.3456741087220357,11127,0.35139723107553145,9705,0.3733691408294753,12523,0.9999994862484397
12805,2897,0.9998236983416532,4066,0.9998289782232636,4219,0.9998354653070075,13158,0.9998354683839941,5955,0.9998359837949476
12804,16371,0.9999985493586049,3214,0.9999992771106894,14573,0.9999995287582796,7440,0.9999997406124083,13178,0.9999999289263621
12803,14279,0.9986899557992669,7626,0.9986987023666994,13389,0.9986987959355089,6206,0.9987407567985057,7791,0.9996710667293587
12802,11661,0.561108914807036,11387,0.5745153263263665,5214,0.5750047203756657,6790,0.6861470705189795,74,0.7756572312790394
12801,14540,0.9999146649732518,17135,0.9999150904630149,16899,0.9999160791833013,8869,0.999916092486488,16455,0.9999195093248401
12800,15755,0.999767394476688,8369,0.9997692599893325,16751,0.9997705918262421,16178,0.9997713725771941,11917,0.9997773859111433
12799,8690,0.908789748279127,9330,0.9096557680504654,92,0.9099797953171724,7254,0.9102430794887095,11870,0.9102592743918042
12798,17117,0.999985644527192,14856,0.9999872722236189,14899,0.999987632965313,10350,0.999988281051164,1925,0.9999899720624836
12797,756,0.9999164866180272,3982,0.9999373287061321,3162,0.9999681117695842,13126,0.9999709103440023,10619,0.9999785454975504
12796,4546,0.9992261373361935,11406,0.9992304805974321,2485,0.9992352466547613,4539,0.9992479107995053,16234,0.999250300834078
12795,11287,0.9999291197771583,7481,0.9999298028723428,344,0.9999306335037496,14672,0.9999331346696119,11090,0.9999346103726773
12794,15942,0.9995728715514955,13602,0.9995861689072129,13403,0.9995861689072129,12852,0.9996009928225372,12602,0.9996050550200117
12793,13165,0.9991960362706594,14196,0.9991961131222554,12176,0.9992222780295635,8868,0.9992312502912213,14709,0.9992498760114654
12792,8095,0.4097601016090952,14030,0.5222636968881261,14067,0.5225085483847828,15686,0.5244144825663623,2505,0.9999953215037329
12791,10486,0.9999071846539178,6732,0.9999071997920912,14418,0.9999073412486607,6217,0.9999078779840115,2404,0.9999106865523852
12790,1459,0.9999669423658485,14272,0.9999671481199094,16283,0.9999674149653757,1044,0.9999679599072221,12858,0.999968051045031
