Number,W2V_glove_0,W2V_glove_score0,W2V_glove_1,W2V_glove_score1,W2V_glove_2,W2V_glove_score2,W2V_glove_3,W2V_glove_score3,W2V_glove_4,W2V_glove_score4
16463,7759,0.9998846536541867,16423,0.9999112814946931,13079,0.9999652501756673,15986,0.9999824859893333,11839,0.9999894424183065
16462,16215,0.9999157145885349,4435,0.9999157446685705,4522,0.9999163428192787,16208,0.9999171785004172,7814,0.9999239377075849
16461,6325,0.8307487814284206,391,0.8366258910356986,10104,0.8466042493416391,1340,0.8610843873092208,8785,0.8645152415218604
16460,14419,0.6616498843007266,6117,0.6645411751720022,3839,0.9978108970965059,5241,0.9980586289201445,1746,0.9984009736616857
16459,16607,0.9988440903572808,5821,0.9988450438125939,9248,0.9988533343336584,1935,0.9998587747000821,4743,0.9999825671483389
16458,9101,0.9998716252482968,9100,0.9998716252482968,7901,0.9998716252482968,7886,0.9998716252482968,6106,0.9998716252482968
16457,3456,0.9998423025044717,2639,0.9998455939883489,17044,0.9998458094932915,13159,0.9998491430199011,12691,0.999849481565938
16456,16622,0.999999823530122,16409,0.999999823530122,16783,1.0,16652,1.0,16493,1.0
16455,15271,0.9999880336531182,15074,0.9999887955290742,15139,0.9999903418041172,17135,0.9999938300895799,8869,0.9999939357483244
16454,4069,0.5191741359391546,2356,0.5192731941324764,2905,0.5197228252464566,5222,0.9999497286559019,10248,0.9999629193590486
16453,9448,0.9987963204465016,1809,0.9988010559308304,8137,0.9988109060201942,11128,0.9988671899509476,16341,0.9988746173903875
16452,6507,0.9991217412219114,11878,0.9991231311827256,14750,0.9991386982036728,7208,0.9991619599037395,14624,0.9991679837620936
16451,14719,0.9996925579266279,9723,0.9996928820994699,10467,0.9996965121058893,10036,0.999696675631985,15409,0.9996970898984645
16450,3692,0.9998651704077389,11647,0.9998661596757172,5551,0.9998692323036726,7021,0.99987066855824,9084,0.9998766022323515
16449,4441,0.610115126727002,7824,0.8663392691892441,14757,0.9994457324643463,5117,0.9994841977243879,13587,0.9996297307813369
16448,10667,0.999964849622417,5319,0.9999657886409654,3753,0.999965998000186,7607,0.9999671251995205,13894,0.9999687040337892
16447,4759,0.9998640069399981,5801,0.9998804863297865,4208,0.9999090933089291,15242,0.9999257767480432,16823,0.9999959265404621
16446,14272,0.9999950085556377,16264,0.9999951695225593,1459,0.9999953373394468,12858,0.9999962702576038,1044,0.9999967859485671
16445,16590,0.9999997598636395,16431,0.9999997598636395,16801,1.0,16413,1.0,16387,1.0
16444,1148,0.9998957360776616,129,0.9998965550649531,1411,0.9998972032551067,8272,0.9999110804869878,16943,0.9999984872686303
16443,5459,0.27906504997296366,5346,0.27918900659100826,16442,0.9087702322409443,3787,0.9854587368675858,15991,0.9969745831330643
16442,7568,0.2404473058339196,13568,0.3707307943169544,16443,0.9087702322409443,15991,0.915488145369512,3787,0.9184149418813534
16441,15302,0.9999987811233368,14347,0.9999994972746656,16067,0.9999997938596339,5723,0.9999998245176676,11926,0.9999999992504964
16440,614,0.9990914278221306,10533,0.99961273775557,7602,0.9996453631169172,9148,0.9996588678497164,13719,0.9996721523582872
16439,2585,0.71607321556656,16809,0.7292416474204836,2801,0.8213814518597096,9503,0.8216624524214083,9179,0.8233159639970205
16438,4285,0.9997481522009071,11776,0.999911415706107,1998,0.9999307283223373,11015,0.9999316940710791,13133,0.9999370243501258
16437,9948,0.9999027537282354,13575,0.9999093757430528,12402,0.9999207603251342,2448,0.9999378625060099,15484,0.9999465858264843
16436,24,0.999190555774107,9501,0.999243109033983,6666,0.9997732720198127,14507,0.9999088098062028,12293,0.9999091004596603
16435,8440,0.9999728367693743,5177,0.9999728410656461,3740,0.9999732317041088,8224,0.9999732952213444,4011,0.9999737536076464
16434,14015,0.9999948969841657,5783,0.9999956271663536,4919,0.9999956639687023,13356,0.999995701225632,2235,0.9999962807629493
16433,6416,0.9999837998957819,5150,0.9999888301860178,1072,0.999995162005738,13868,0.9999967280707138,15517,0.9999995999810697
16432,13326,0.9999755291717923,10446,0.9999893865429351,15428,0.9999954967001511,7222,0.9999955364021441,15677,0.9999989906987585
16431,16801,0.9999997598636395,16445,0.9999997598636395,16413,0.9999997598636395,16577,0.9999997838724585,16590,1.0
16430,16221,0.9999816078006651,15197,0.9999816158253879,7307,0.9999816221956237,15658,0.999981626367568,2601,0.9999897904556908
16429,5832,0.5615101427952173,7854,0.7658326623853746,3389,0.999742291531255,16066,0.999967736071188,12282,0.9999738094463144
16428,7902,0.9998261049315389,9670,0.99989544196635,694,0.9999614587118202,15808,0.9999682088155921,7955,0.9999752840972116
16427,16474,0.999999960251161,16708,0.9999999694715208,16685,0.9999999804676095,16570,0.999999993224513,16566,0.9999999945791059
16426,15161,0.5089066242341436,14177,0.5095474457754384,12137,0.5108525483259512,596,0.5114750139347096,3579,0.5117524292763878
16425,6394,0.6524934310004142,5615,0.6525343678186171,9249,0.653832393138016,11408,0.6580986830391127,2711,0.6597993312138777
16424,8418,0.999973764816125,8907,0.9999787741465549,6445,0.99998394826676,7417,0.9999841818646131,16057,0.9999912789623233
16423,7759,0.9998692493059337,13079,0.99990319192019,16463,0.9999112814946931,15986,0.9999162413195402,11839,0.999916437667908
16422,238,0.9989155069508716,3169,0.9993205013834544,6484,0.9998754522852487,3050,0.9999405431286544,14751,0.9999917402847542
16421,13821,0.9999370217098082,1853,0.9999376276770372,3877,0.9999378736208561,7548,0.9999379404491151,1537,0.9999382660999488
16420,5154,0.7054293023969749,9231,0.7059883631729023,720,0.7063623316914951,1395,0.7202835810263861,8506,0.9996479934103984
16419,16611,0.9990635720126,9485,0.9990818029885754,11268,0.9990901599003167,6491,0.9991375193692323,15580,0.9992031940747985
16418,6968,0.9999999885920453,7995,0.9999999897118551,6251,0.9999999942108966,7716,0.9999999997098522,14237,0.9999999999680588
16417,13063,0.9999546790950142,10131,0.9999668999884556,5788,0.9999704034447761,10720,0.9999807985381848,10722,0.9999905618687144
16416,9132,0.31735870517272663,1119,0.3386923261817497,15140,0.9998303850536951,2103,0.9998531216345622,9523,0.9998905426835958
16415,3416,0.9997733824900589,16164,0.9997751340831135,6507,0.9997758170674405,6273,0.9997841029660692,9668,0.9997865459041765
16414,16613,0.9999995532396343,16071,0.9999996651277964,15858,0.9999997529714216,15654,0.999999859573478,16394,1.0
16413,16590,0.9999997598636395,16431,0.9999997598636395,16801,1.0,16445,1.0,16387,1.0
16412,16559,0.9999998544984122,16754,1.0,16623,1.0,16526,1.0,16489,1.0
16411,15455,0.999957667114925,14436,0.9999647310832025,263,0.9999697697147886,3587,0.9999847516157261,10367,0.9999998379352231
16410,13147,0.9998723169518523,5206,0.9999651161910308,5371,0.9999857942840064,10401,0.9999935884988284,4873,0.9999974935513929
16409,16395,0.9999998399457212,16388,0.9999998399457212,16622,1.0,16365,1.0,16346,1.0
16408,9452,0.9999999999706816,5738,0.9999999999706816,5633,0.9999999999706816,5610,0.9999999999706816,11404,0.9999999999738772
16407,17030,0.9999998892607478,16882,0.9999998892607478,16573,0.9999998892607478,17040,1.0,16492,1.0
16406,12949,0.9936165414880814,4230,0.9936253919785634,8705,0.9937100401088136,5943,0.99378872422141,12413,0.9938487611542051
16405,5552,0.9998891838878569,1656,0.9998913407318298,7119,0.99989276247447,9982,0.9998940315068545,2519,0.999894419484371
16404,15370,0.9999973367652801,13971,0.9999977777666923,1841,0.9999980819327083,6512,0.9999994702389535,1241,0.9999995051522607
16403,6968,0.999792127586502,15970,0.999792151624188,5483,0.9997921543111271,9127,0.9997921576652302,6771,0.9997958345294259
16402,15563,0.9998810376272579,16230,0.9998861863566401,11456,0.9999028711899821,11129,0.9999494982834211,14548,0.9999759244225429
16401,15639,0.9998485468903142,1903,0.9998486030018866,3104,0.9998486247498549,13955,0.9998487187455005,9716,0.9999174066908073
16400,12072,0.9999364327318675,12798,0.9999375840820156,14856,0.9999382224054693,11665,0.9999387621257564,14899,0.999938968002998
16399,8363,0.9998146396497186,8581,0.9998158033182599,139,0.9998158033182599,13797,0.9998181296204962,5203,0.9998184294994182
16398,16262,0.9998863073546317,11929,0.9998863981708769,11170,0.9998863981930236,17107,0.9998900686189609,11184,0.9998982410871003
16397,16335,0.9999974711738355,16330,0.9999980172009502,16712,0.999998033234233,17039,0.9999998168544828,16820,0.9999998168544828
16396,16801,0.9999997324096661,16445,0.9999997324096661,16683,1.0,16627,1.0,16541,1.0
16395,16623,0.9999998544984122,16526,0.9999998544984122,16489,0.9999998544984122,16559,1.0,16388,1.0
16394,16613,0.9999995532396343,16071,0.9999996651277964,15858,0.9999997529714216,15654,0.999999859573478,16414,1.0
16393,5237,0.999764282836809,14786,0.9997649931849866,8731,0.9997675639424362,15226,0.9997926620700465,11786,0.9999205977661058
16392,12574,0.9999657578469092,13628,0.9999717517064284,10955,0.9999837913527029,16087,0.999984061936859,2489,0.9999975732300189
16391,1057,0.9992320266955353,1077,0.9992429165998984,14983,0.9992490293565341,11097,0.9992802454040522,11459,0.9992944306196874
16390,291,0.999993302931258,3420,0.9999936078114091,4612,0.999993835360387,16603,0.9999945143269345,12262,0.9999964516792682
16389,11166,0.9999886830479529,768,0.9999887654008786,4663,0.9999894786215471,15888,0.9999902883576733,8366,0.9999914359935466
16388,16623,0.9999998544984122,16526,0.9999998544984122,16489,0.9999998544984122,16559,1.0,16395,1.0
16387,16590,0.9999997598636395,16431,0.9999997598636395,16801,1.0,16445,1.0,16413,1.0
16386,13838,0.9999801421955082,2717,0.9999807936609496,7141,0.9999815567869819,12187,0.9999840478529423,1256,0.9999858777974223
16385,3534,0.3062033227158233,11490,0.31477064172763136,11174,0.3484646238988865,7343,0.9997575110571176,6411,0.9999132890562951
16384,7307,0.9999691677724177,16221,0.999969169520113,15658,0.9999691745454873,15197,0.9999691752332371,5172,0.9999699695286788
16383,15688,0.9999968241370583,16227,0.9999968244690685,16355,0.99999881316571,15705,0.99999881316571,16655,0.9999999378819793
16382,10789,0.9781393964146486,15541,0.9812630661584789,14545,0.9818875728568485,9337,0.9829283544352363,10053,0.9850112873830684
16381,8854,0.999993893162787,8836,0.9999964522989693,8967,0.9999970416479926,2140,0.9999989295909253,3918,0.9999993115349287
16380,15032,0.9999029979328551,7789,0.9999044270549032,9082,0.9999194315305459,16739,0.9999230694504747,3789,0.9999233049502293
16379,12313,0.9999999833429656,7960,0.9999999885620794,7940,0.9999999982303539,2553,0.9999999995624065,12016,0.9999999995624138
16378,14680,0.999969361957565,14000,0.9999785317887588,8642,0.9999807868697043,15092,0.9999835781484193,14442,0.9999859334300861
16377,3147,0.999179030831674,8734,0.9991813147003722,2399,0.9992012272987377,1650,0.999229774503983,12105,0.9992510878495198
16376,2790,0.9999742752031658,2596,0.9999744859273977,3084,0.9999745110783774,8278,0.9999763852346654,14993,0.9999901830959251
16375,14882,0.9999968532391293,15959,0.9999987181377767,16081,0.9999990682477401,14505,0.9999999289570395,13197,0.9999999999652375
16374,11423,0.9998443508964274,3867,0.9998478603784821,5682,0.9998481770889384,3240,0.9998493543433651,10981,0.9998493599357908
16373,8297,0.9998241049604003,15670,0.9998715009670852,11281,0.9999395637815843,98,0.9999600894598943,7557,0.9999645835347636
16372,9016,0.5143464832238474,798,0.5155368633514015,5276,0.5211396437872444,13634,0.9995939386263514,13453,0.9999999849054034
16371,7440,0.9999952884251389,12804,0.9999965575472594,13178,0.999997140939682,13240,0.9999973557479075,3800,0.9999998244063041
16370,13766,0.7117175434233768,3058,0.7121340417955944,5664,0.7147496868268802,814,0.7149440306465706,13923,0.7240285662037197
16369,9502,0.999684604736202,12571,0.9997989066324928,192,0.9998431336658986,9754,0.9999366378179568,10505,0.9999469775439984
16368,8272,0.9999157033220364,14562,0.9999164146333589,12003,0.9999170849164728,9865,0.9999246992184831,13026,0.9999993723767794
16367,16888,0.9964103345100527,11958,0.9988303829200785,16138,0.9997971946108419,14409,0.9999408196325495,9105,0.9999671492382751
16365,16395,0.9999998399457212,16388,0.9999998399457212,16622,1.0,16409,1.0,16346,1.0
16364,14729,0.999747262827757,14172,0.9997485773969481,4460,0.9997486105264635,9064,0.9997487176127642,6017,0.9997504680952325
16363,15839,0.9719158979966841,9562,0.98555823546123,10227,0.9998288686498487,11604,0.9998813976397054,8742,0.9999318444184931
16362,8441,0.9999937267788271,3195,0.9999937822506845,16199,0.9999943079230814,14206,0.9999943922707588,14383,0.999994533559143
16361,12224,0.9996000088340058,14746,0.9997932589662618,16021,0.9998453672980498,15399,0.9998845749351357,2381,0.999959183704128
16360,15817,0.9998741417656221,5172,0.9998766157183664,10588,0.9998804395649415,14649,0.9999776293816174,12594,0.9999854444884347
16359,14416,0.9999961809965563,13990,0.9999964689868663,12926,0.9999966174757778,9954,0.9999966661696147,8490,0.9999966740607452
16358,11398,0.9999994874263627,1458,0.9999996358269727,12123,0.999999887631242,2280,0.9999999134303237,8757,0.9999999448559633
16357,16474,0.9999999894177595,16247,0.9999999894177595,16310,0.9999999976045468,16562,1.0,16125,1.0
16356,15823,0.9999245072628464,10035,0.9999268837642853,14521,0.9999278283073251,13075,0.9999284791046102,1469,0.999928712733529
16355,16227,0.9999917549642113,16655,0.9999982080058829,16663,0.9999984019283242,16383,0.99999881316571,15705,1.0
16354,11636,0.9999773095360303,5270,0.9999777051592487,2820,0.9999789580850234,14825,0.9999817275661556,14928,0.9999830566324992
16353,6317,0.8151098387205407,11092,0.995658191008239,15922,0.9999853639378654,14235,0.9999985518608734,1375,0.9999996767534316
16352,1436,0.4726392346491114,12294,0.4728164756819878,6964,0.4730917842544041,154,0.4743055836635631,14968,0.9999289096136721
16351,9039,0.9402046026192202,13305,0.9404296414517868,1164,0.9404302894073244,11901,0.940793933851765,10223,0.943393603860368
16350,14337,0.9996623431078563,12941,0.9996629377969336,14410,0.9996688434703374,13920,0.9996841265402259,15976,0.9997009343067772
16349,10666,0.5943301021217288,14012,0.5949878780155999,9249,0.5951219931569511,4022,0.5961128331885507,14948,0.9999956183278829
16348,1854,0.9987582885927613,11252,0.9999034401377491,15631,0.9999743757023771,13310,0.9999789293691745,11751,0.9999935210846961
16347,13380,0.9999996090568166,5419,0.9999997332396244,14497,0.9999998454389191,1094,0.9999999609170589,3470,0.9999999785809287
16346,16395,0.9999998399457212,16388,0.9999998399457212,16622,1.0,16409,1.0,16365,1.0
16345,4435,0.9999369426659667,5821,0.9999387295003351,1682,0.9999391094264837,3080,0.9999410978604063,16607,0.9999483177227126
16344,8224,0.9999934643071023,14386,0.9999934702374261,8440,0.9999935237378396,4011,0.9999942492623204,734,0.9999945574281343
16343,6969,0.9994052380755442,9375,0.9994490598911024,6267,0.99946546422607,2967,0.9996496506392308,3095,0.9999426187454258
16342,5054,0.9998637211663897,11936,0.9998642794221647,4852,0.9998727522668903,12060,0.9998736613243175,3074,0.9998833590822926
16341,1268,0.9999454850442416,15806,0.9999456842699309,9448,0.9999456880517174,1809,0.9999503549184545,3099,0.9999504606247451
16340,9658,0.9994125400962571,11229,0.9994573851069496,16099,0.9998340625797592,15117,0.999990590980063,15100,1.0
16339,15032,0.8818218097167604,11118,0.882060565828335,14002,0.8822586669336067,9266,0.8824061416651126,12350,0.887638718543109
16338,301,0.45905693551198307,14242,0.4879041455908141,11757,0.48813272645091305,4586,0.48857616460655295,15367,0.48861904722464605
16337,5049,0.9986255136444385,13090,0.9986354157369408,10728,0.9988306651022707,3968,0.9991466164473402,16788,0.9999800168547517
16336,14656,0.9999208642930192,16491,0.9999214844698414,7561,0.9999302261512304,6515,0.9999308062623001,13522,0.9999308997691365
16335,16582,0.9999984827896766,17039,0.999998649118024,16820,0.999998649118024,16656,0.9999989836795146,16330,0.9999999668359539
16334,15376,0.9999930877163693,16067,0.999993457143363,14347,0.9999946204707754,5877,0.9999975356215397,1305,0.9999990937438816
16333,5587,0.9998628022908569,16278,0.9998921870754996,15784,0.9999081552565394,14768,0.9999126752985207,3520,0.999914487206819
16332,13927,0.99998184080129,13030,0.99998184080129,12963,0.9999818930073836,8948,0.9999828393561175,14315,0.9999986636673952
16330,16397,0.9999980172009502,16656,0.9999985833362022,17039,0.9999990392769259,16820,0.9999990392769259,16335,0.9999999668359539
16329,11999,0.9999904916135134,2988,0.9999908197643053,10692,0.9999910933572961,7634,0.9999926487484325,6740,0.9999935635940224
16328,17008,0.9999927258411867,13653,0.9999932347157361,14210,0.9999940003673982,3042,0.9999948278861218,9959,0.9999949028045957
16327,2000,0.9999994914896778,16887,0.9999996163346431,15797,0.999999772735767,16650,0.9999999465350359,13501,0.9999999870260743
16326,8573,0.9999953561963901,3174,0.9999954108785462,14348,0.9999955789557919,5695,0.9999957465548631,10676,0.999996824352371
16325,10354,0.9997232427293329,15051,0.9997237350664758,2939,0.9997310249064947,3793,0.9997487812081871,10299,0.9999416135882471
16324,15767,0.9999566465049583,14554,0.9999637604370902,16605,0.9999660198296829,3543,0.999984300178053,13598,0.9999852329880397
