Number,score_0,score_1,score_2,score_3,score_4,similar_0,similar_1,similar_2,similar_3,similar_4
17086,0.919494648325512,0.9195131251784459,0.9208743446769608,0.9250288559016359,0.9338092144423684,15173,16842,1314,15885,16893
17085,0.8628806737909082,0.8647342018983883,0.8704001696284502,0.883158562400267,0.886157975069354,8259,15896,3180,15154,3323
17084,0.9777661168062656,0.9786140462057554,0.9787062366508188,0.986661454237907,0.9898467251304804,17068,17082,17080,16934,17006
17083,0.9992876912780484,0.9993653691279941,0.9996987337892655,1.0,1.0,16911,16906,16908,17081,16910
17082,0.9981731643271651,0.9983485922128783,0.9984867849675264,0.9986782800732248,0.9987420800635437,17081,16906,16911,17076,17080
17081,0.9992876912780484,0.9993653691279941,0.9996987337892655,1.0,1.0,16911,16906,16908,17083,16910
17080,0.9971934758673551,0.9972355942370433,0.9974368103726268,0.9975095376776929,0.9987420800635437,17161,17064,17076,16911,17082
17079,0.8722527975626494,0.8779662564047522,0.8889799918129958,0.8931134480263087,0.8974818411235975,15317,13452,14711,15251,11243
17078,0.7852963965973784,0.7878724453375711,0.7896173646470702,0.8015206572284825,0.8077437045453045,1106,1857,13416,10373,10376
17077,0.9181572735072179,0.9184201942555165,0.9200313544409785,0.9209332952850734,0.9209332952850734,17015,17119,17018,17056,17054
17076,0.9990442667810464,0.9990442667810464,0.9991761148076582,0.9992653913638573,0.9993205501484499,17081,16910,16911,16906,17044
17075,0.8950372815583632,0.895608235089876,0.9021009539464983,0.9102652210529799,0.9227386905638004,16623,16812,14143,16548,16573
17074,0.9181759535262308,0.9189025225892538,0.9209348334787352,0.921498338937227,0.9285877467243311,2568,2845,1511,1697,15306
17073,0.9159774666125603,0.9223725901369346,0.9285981553939243,0.9979222344754932,0.9979222344754932,7017,12730,62,17072,17071
17072,0.9168209093833672,0.9236516087409036,0.92952304904426,0.9979222344754932,1.0,17028,12730,62,17073,17071
17071,0.9168209093833672,0.9236516087409036,0.92952304904426,0.9979222344754932,1.0,17028,12730,62,17073,17072
17070,0.900068508255283,0.9043373860052444,0.905233529988813,0.9073363609918981,0.9114152203301128,16870,12008,6573,16019,8191
17069,0.9934407363410847,0.995242752976748,0.995242752976748,0.995242752976748,0.995242752976748,16920,17156,17155,16891,16890
17068,0.9877529953960845,0.9886500278268815,0.9889808031983595,0.9904347257373283,0.9904593676468747,17082,17080,17151,17064,17161
17067,0.8894608174777466,0.8922140740569099,0.8930287351216595,0.8947263333926425,0.8954527551222777,11258,828,1381,9436,3812
17066,0.8205453591558218,0.8226158535725241,0.8227193696872168,0.8299254630827827,0.8351671380556829,7339,4951,6590,192,10208
17065,0.910435906891289,0.9131142453212623,0.913136116670453,0.9131630680109661,0.9165206319338667,15742,15221,13451,2165,13245
17064,0.9972355942370433,0.9974117176379999,0.9979207127966502,0.9980220306813484,0.9991190181491031,17080,16906,17151,17082,17161
17063,0.8016066400938308,0.8061517905364702,0.8069829671042186,0.8093605692798541,0.8096884470343346,465,6803,5498,8054,10453
17062,0.954570352460186,0.9549233558091734,0.9579743380324451,0.9606624978825045,0.9608566771814958,16851,16847,16882,16880,16879
17061,0.9443489296569267,0.9453882220148911,0.953141585597098,0.9554404387106692,0.9555758954063779,17032,16067,17123,17110,16877
17060,0.8909440881184887,0.892403354144509,0.8961540241391435,0.9067928555973124,0.9101505321578554,6905,7460,7727,11264,11189
17059,0.9548208483804032,0.9563602645704383,0.9646888471250316,0.9660152908306725,0.9674772273165736,17099,17150,17134,17145,17119
17058,0.8932596909899866,0.8940725540951793,0.8968964522665699,0.8974365684261283,0.9107032296011809,17084,17068,17136,16019,17057
17057,0.9685030410987501,0.9685272929528407,0.9694840768970805,0.9708254239498194,0.9711051092038298,17082,17161,17080,17084,17068
17056,0.9503951580322562,0.9503951580322562,0.9519097798577996,0.9545167955004167,1.0,17043,17042,17119,17015,17054
17055,0.8224727899012587,0.8243671121423252,0.8256222401997841,0.8336852461425215,1.0,2528,3839,17146,7198,17016
17054,0.9503951580322562,0.9503951580322562,0.9519097798577996,0.9545167955004167,1.0,17043,17042,17119,17015,17056
17052,0.884674077614727,0.8850586400194717,0.8858657896266352,0.8901357454056239,0.9228817673754764,3140,3193,16381,13404,16886
17051,0.730590182540111,0.7334148246730179,0.7334575280253701,0.7723978903934946,0.8554507854588927,13882,36,5202,17109,13336
17050,0.9148191397282633,0.9149112571705328,0.9197708343510572,0.9233032284857868,0.9306383793686471,6217,16594,17123,17061,16877
17049,0.8231601970624953,0.823907676697017,0.8262878850633532,0.8325505224769808,0.8480333907280023,10227,10989,11696,13396,10336
17045,0.9203711314520113,0.9211677725012622,0.92224818979239,0.9248108325132203,0.9264448106427646,8498,65,3088,1217,16372
17044,0.9986104688675422,0.9986631186270538,0.9988018268614481,0.9989861192713638,0.9993205501484499,16910,16904,16908,16906,17076
17043,0.948490154165473,0.9486283331663945,0.9503951580322562,0.9503951580322562,1.0,17099,17150,17056,17054,17042
17042,0.948490154165473,0.9486283331663945,0.9503951580322562,0.9503951580322562,1.0,17099,17150,17056,17054,17043
17041,0.8939264628573567,0.8939264628573567,0.8939264628573567,0.8939264628573567,0.9049261885673177,5002,788,779,297,916
17040,0.9859158996342066,0.9868459611049999,0.9870860362429266,0.9882763458598381,0.9894258904017196,17030,16850,16882,16880,16935
